Kode;Nama Kereta;Kode Kereta;Stasiun Asal;Kode Stasiun Asal;Stasiun Tujuan;KodeStasiunTujuan;Kelas;Jenis Rangkaian;Kode Kelas;Jam Berangkat;Jam Sampai;Durasi (menit);Harga (Rp);Jumlah Stasiun Pemberhentian
110B-PSE-CLD-CB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;CILEDUG;CLD;Ekonomi;New Generation Stainless Steel;CB;07:35;10:58;203;280.000;5
110B-PSE-CLD-AA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;CILEDUG;CLD;Eksekutif;New Generation Stainless Steel;AA;07:35;10:58;203;435.000;5
110B-PSE-CLD-CD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;CILEDUG;CLD;Ekonomi;New Generation Stainless Steel;CD;07:35;10:58;203;280.000;5
110B-PSE-CLD-AB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;CILEDUG;CLD;Eksekutif;New Generation Stainless Steel;AB;07:35;10:58;203;435.000;5
110B-PSE-CLD-AD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;CILEDUG;CLD;Eksekutif;New Generation Stainless Steel;AD;07:35;10:58;203;435.000;5
90-PSE-CLD-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;CILEDUG;CLD;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;14:34;204;280.000;5
90-PSE-CLD-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;CILEDUG;CLD;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;14:34;204;280.000;5
90-PSE-CLD-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;CILEDUG;CLD;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;14:34;204;280.000;5
90-PSE-CLD-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;CILEDUG;CLD;Eksekutif;Eksekutif Mild Steel;AD;11:10;14:34;204;370.000;5
90-PSE-CLD-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;CILEDUG;CLD;Eksekutif;Eksekutif Mild Steel;AB;11:10;14:34;204;370.000;5
90-PSE-CLD-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;CILEDUG;CLD;Eksekutif;Eksekutif Mild Steel;AA;11:10;14:34;204;370.000;5
90-PSE-KGG-CC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;Premium Modifikasi Mild Steel;CC;11:10;14:48;218;370.000;6
90-PSE-KGG-AC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Eksekutif;Eksekutif Mild Steel;AC;11:10;14:48;218;490.000;6
258B-PSE-KGG-CA;PROGO;258B;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;New Generation Stainless Steel;CA;23:20;02:36;196;265.000;4
90-PSE-KGG-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;14:48;218;370.000;6
90-PSE-KGG-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;14:48;218;370.000;6
90-PSE-KGG-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;14:48;218;370.000;6
90-PSE-KGG-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Eksekutif;Eksekutif Mild Steel;AD;11:10;14:48;218;490.000;6
90-PSE-KGG-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Eksekutif;Eksekutif Mild Steel;AB;11:10;14:48;218;490.000;6
90-PSE-KGG-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;KETANGGUNGAN;KGG;Eksekutif;Eksekutif Mild Steel;AA;11:10;14:48;218;490.000;6
258B-PSE-KGG-CD;PROGO;258B;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;New Generation Stainless Steel;CD;23:20;02:36;196;265.000;4
258B-PSE-KGG-CB;PROGO;258B;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;New Generation Stainless Steel;CB;23:20;02:36;196;265.000;4
258B-PSE-KGG-CC;PROGO;258B;PASARSENEN;PSE;KETANGGUNGAN;KGG;Ekonomi;New Generation Stainless Steel;CC;23:20;02:36;196;265.000;4
106B-PSE-PPK-AC;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;New Generation Stainless Steel;AC;07:55;11:47;232;415.000;4
106B-PSE-PPK-CC;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CC;07:55;11:47;232;280.000;4
90-PSE-PPK-CC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Modifikasi Mild Steel;CC;11:10;15:10;240;370.000;7
90-PSE-PPK-AC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;Eksekutif Mild Steel;AC;11:10;15:10;240;490.000;7
252B-PSE-PPK-CC;JAYAKARTA;252B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CC;17:10;20:49;219;345.000;6
106B-PSE-PPK-AB;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;New Generation Stainless Steel;AB;07:55;11:47;232;415.000;4
106B-PSE-PPK-CA;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CA;07:55;11:47;232;280.000;4
106B-PSE-PPK-AA;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;New Generation Stainless Steel;AA;07:55;11:47;232;415.000;4
106B-PSE-PPK-CD;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CD;07:55;11:47;232;280.000;4
106B-PSE-PPK-AD;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;New Generation Stainless Steel;AD;07:55;11:47;232;415.000;4
106B-PSE-PPK-CB;GAJAHWONG;106B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CB;07:55;11:47;232;280.000;4
282-PSE-PPK-C;BENGAWAN;282;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Mild Steel PSO;C;08:55;13:14;259;70.000;4
90-PSE-PPK-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;15:10;240;370.000;7
90-PSE-PPK-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;15:10;240;370.000;7
90-PSE-PPK-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;15:10;240;370.000;7
90-PSE-PPK-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;Eksekutif Mild Steel;AD;11:10;15:10;240;490.000;7
90-PSE-PPK-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;Eksekutif Mild Steel;AB;11:10;15:10;240;490.000;7
90-PSE-PPK-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PRUPUK;PPK;Eksekutif;Eksekutif Mild Steel;AA;11:10;15:10;240;490.000;7
252B-PSE-PPK-CA;JAYAKARTA;252B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CA;17:10;20:49;219;345.000;6
252B-PSE-PPK-CD;JAYAKARTA;252B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CD;17:10;20:49;219;345.000;6
252B-PSE-PPK-CB;JAYAKARTA;252B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;Premium Stainless Steel;CB;17:10;20:49;219;345.000;6
258B-PSE-PPK-CB;PROGO;258B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;New Generation Stainless Steel;CB;23:20;02:57;217;265.000;5
258B-PSE-PPK-CD;PROGO;258B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;New Generation Stainless Steel;CD;23:20;02:57;217;265.000;5
258B-PSE-PPK-CC;PROGO;258B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;New Generation Stainless Steel;CC;23:20;02:57;217;265.000;5
258B-PSE-PPK-CA;PROGO;258B;PASARSENEN;PSE;PRUPUK;PPK;Ekonomi;New Generation Stainless Steel;CA;23:20;02:57;217;265.000;5
110B-PSE-BMA-CC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CC;07:35;11:46;251;280.000;6
110B-PSE-BMA-AC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AC;07:35;11:46;251;435.000;6
106B-PSE-BMA-CC;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CC;07:55;12:07;252;370.000;5
106B-PSE-BMA-AC;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AC;07:55;12:07;252;550.000;5
90-PSE-BMA-CC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CC;11:10;15:33;263;370.000;8
90-PSE-BMA-AC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AC;11:10;15:33;263;490.000;8
256B-PSE-BMA-CC;JAKA TINGKIR;256B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Ekonomi Modifikasi;CC;11:50;15:47;237;340.000;5
162-PSE-BMA-AC;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AC;12:25;16:40;255;470.000;4
112B-PSE-BMA-AA;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AA;13:15;16:57;222;380.000;2
104B-PSE-BMA-AC;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AC;18:10;22:12;242;580.000;5
104B-PSE-BMA-CC;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CC;18:10;22:12;242;400.000;5
108B-PSE-BMA-CC;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CC;19:00;22:50;230;280.000;4
108B-PSE-BMA-AC;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AC;19:00;22:50;230;435.000;4
76B-PSE-BMA-CC;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CC;21:40;01:29;229;340.000;5
76B-PSE-BMA-AC;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AC;21:40;01:29;229;450.000;5
150-PSE-BMA-AC;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AC;21:55;02:14;259;515.000;7
150-PSE-BMA-CC;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CC;21:55;02:14;259;330.000;7
114C-PSE-BMA-CD;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CD;06:30;10:21;231;290.000;4
114C-PSE-BMA-CC;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CC;06:30;10:21;231;280.000;4
114C-PSE-BMA-CB;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CB;06:30;10:21;231;260.000;4
114C-PSE-BMA-CA;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CA;06:30;10:21;231;250.000;4
114C-PSE-BMA-AD;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AD;06:30;10:21;231;465.000;4
114C-PSE-BMA-AC;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AC;06:30;10:21;231;420.000;4
114C-PSE-BMA-AB;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AB;06:30;10:21;231;400.000;4
114C-PSE-BMA-AA;SAWUNGGALIH;114C;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AA;06:30;10:21;231;380.000;4
110B-PSE-BMA-CA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CA;07:35;11:46;251;280.000;6
110B-PSE-BMA-CB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CB;07:35;11:46;251;280.000;6
110B-PSE-BMA-AA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AA;07:35;11:46;251;435.000;6
110B-PSE-BMA-AB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AB;07:35;11:46;251;435.000;6
110B-PSE-BMA-CD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CD;07:35;11:46;251;280.000;6
110B-PSE-BMA-AD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AD;07:35;11:46;251;435.000;6
106B-PSE-BMA-AD;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AD;07:55;12:07;252;550.000;5
106B-PSE-BMA-CB;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CB;07:55;12:07;252;370.000;5
106B-PSE-BMA-CD;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CD;07:55;12:07;252;370.000;5
106B-PSE-BMA-CA;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CA;07:55;12:07;252;370.000;5
106B-PSE-BMA-AA;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AA;07:55;12:07;252;550.000;5
106B-PSE-BMA-AB;GAJAHWONG;106B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AB;07:55;12:07;252;550.000;5
90-PSE-BMA-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;15:33;263;370.000;8
90-PSE-BMA-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;15:33;263;370.000;8
90-PSE-BMA-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;15:33;263;370.000;8
90-PSE-BMA-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AD;11:10;15:33;263;490.000;8
90-PSE-BMA-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AB;11:10;15:33;263;490.000;8
90-PSE-BMA-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AA;11:10;15:33;263;490.000;8
256B-PSE-BMA-CD;JAKA TINGKIR;256B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Ekonomi Modifikasi;CD;11:50;15:47;237;340.000;5
256B-PSE-BMA-CA;JAKA TINGKIR;256B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Ekonomi Modifikasi;CA;11:50;15:47;237;340.000;5
256B-PSE-BMA-CB;JAKA TINGKIR;256B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Ekonomi Modifikasi;CB;11:50;15:47;237;340.000;5
162-PSE-BMA-AA;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AA;12:25;16:40;255;470.000;4
162-PSE-BMA-CD;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CD;12:25;16:40;255;310.000;4
162-PSE-BMA-CC;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CC;12:25;16:40;255;310.000;4
162-PSE-BMA-CB;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CB;12:25;16:40;255;310.000;4
162-PSE-BMA-CA;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CA;12:25;16:40;255;310.000;4
162-PSE-BMA-AD;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AD;12:25;16:40;255;470.000;4
162-PSE-BMA-AB;BANGUNKARTA;162;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AB;12:25;16:40;255;470.000;4
112B-PSE-BMA-AB;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AB;13:15;16:57;222;400.000;2
112B-PSE-BMA-AC;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AC;13:15;16:57;222;420.000;2
112B-PSE-BMA-AD;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif New Generation Mild Steel;AD;13:15;16:57;222;465.000;2
112B-PSE-BMA-CA;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CA;13:15;16:57;222;250.000;2
112B-PSE-BMA-CB;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CB;13:15;16:57;222;260.000;2
112B-PSE-BMA-CC;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CC;13:15;16:57;222;280.000;2
112B-PSE-BMA-CD;SAWUNGGALIH;112B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Modifikasi;CD;13:15;16:57;222;290.000;2
104B-PSE-BMA-AB;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AB;18:10;22:12;242;580.000;5
104B-PSE-BMA-CA;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CA;18:10;22:12;242;400.000;5
104B-PSE-BMA-AD;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AD;18:10;22:12;242;580.000;5
104B-PSE-BMA-AA;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AA;18:10;22:12;242;580.000;5
104B-PSE-BMA-CB;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CB;18:10;22:12;242;400.000;5
104B-PSE-BMA-CD;BOGOWONTO;104B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Stainless Steel;CD;18:10;22:12;242;400.000;5
108B-PSE-BMA-CD;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CD;19:00;22:50;230;280.000;4
108B-PSE-BMA-AA;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AA;19:00;22:50;230;435.000;4
108B-PSE-BMA-AB;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AB;19:00;22:50;230;435.000;4
108B-PSE-BMA-AD;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;New Generation Stainless Steel;AD;19:00;22:50;230;435.000;4
108B-PSE-BMA-CA;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CA;19:00;22:50;230;280.000;4
108B-PSE-BMA-CB;SENJA UTAMA YK;108B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;New Generation Stainless Steel;CB;19:00;22:50;230;280.000;4
76B-PSE-BMA-CA;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CA;21:40;01:29;229;340.000;5
76B-PSE-BMA-CB;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CB;21:40;01:29;229;340.000;5
76B-PSE-BMA-AA;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AA;21:40;01:29;229;450.000;5
76B-PSE-BMA-AB;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AB;21:40;01:29;229;450.000;5
76B-PSE-BMA-CD;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CD;21:40;01:29;229;340.000;5
76B-PSE-BMA-AD;MATARAM;76B;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AD;21:40;01:29;229;450.000;5
150-PSE-BMA-AA;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AA;21:55;02:14;259;515.000;7
150-PSE-BMA-CB;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CB;21:55;02:14;259;330.000;7
150-PSE-BMA-AB;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AB;21:55;02:14;259;515.000;7
150-PSE-BMA-CA;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CA;21:55;02:14;259;330.000;7
150-PSE-BMA-CD;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Ekonomi;Premium Modifikasi Mild Steel;CD;21:55;02:14;259;330.000;7
150-PSE-BMA-AD;SINGASARI;150;PASARSENEN;PSE;BUMIAYU;BMA;Eksekutif;Eksekutif Mild Steel;AD;21:55;02:14;259;515.000;7
74B-PSE-PWT-CC;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;New Generation Stainless Steel;CC;05:40;10:15;275;340.000;6
74B-PSE-PWT-AC;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;New Generation Stainless Steel;AC;05:40;10:15;275;450.000;6
110B-PSE-PWT-CC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;New Generation Stainless Steel;CC;07:35;12:28;293;280.000;7
110B-PSE-PWT-AC;FAJAR UTAMA YK;110B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;New Generation Stainless Steel;AC;07:35;12:28;293;435.000;7
106B-PSE-PWT-CC;GAJAHWONG;106B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;Premium Stainless Steel;CC;07:55;13:10;315;370.000;6
106B-PSE-PWT-AC;GAJAHWONG;106B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;New Generation Stainless Steel;AC;07:55;13:10;315;550.000;6
90-PSE-PWT-CC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;Premium Modifikasi Mild Steel;CC;11:10;16:17;307;370.000;9
90-PSE-PWT-AC;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;Eksekutif Mild Steel;AC;11:10;16:17;307;490.000;9
256B-PSE-PWT-CC;JAKA TINGKIR;256B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;Ekonomi Modifikasi;CC;11:50;16:30;280;340.000;6
162-PSE-PWT-AC;BANGUNKARTA;162;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;Eksekutif Mild Steel;AC;12:25;17:23;298;470.000;5
112B-PSE-PWT-AA;SAWUNGGALIH;112B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;Eksekutif New Generation Mild Steel;AA;13:15;17:41;266;380.000;3
7040-PSE-PWT-AA;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;Eksekutif Mild Steel;AA;15:25;20:10;285;440.000;3
252B-PSE-PWT-CC;JAYAKARTA;252B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;Premium Stainless Steel;CC;17:10;21:53;283;345.000;7
104B-PSE-PWT-AC;BOGOWONTO;104B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;New Generation Stainless Steel;AC;18:10;22:56;286;580.000;6
104B-PSE-PWT-CC;BOGOWONTO;104B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;Premium Stainless Steel;CC;18:10;22:56;286;400.000;6
108B-PSE-PWT-CC;SENJA UTAMA YK;108B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;New Generation Stainless Steel;CC;19:00;23:32;272;280.000;5
108B-PSE-PWT-AC;SENJA UTAMA YK;108B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;New Generation Stainless Steel;AC;19:00;23:32;272;435.000;5
116B-PSE-PWT-AA;SAWUNGGALIH;116B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;Eksekutif New Generation Mild Steel;AA;20:10;00:34;264;380.000;3
116B-PSE-PWT-CA;SAWUNGGALIH;116B;PASARSENEN;PSE;PURWOKERTO;PWT;Ekonomi;New Generation Modifikasi;CA;20:10;00:34;264;250.000;3
144B-PSE-PWT-AA;MADIUN JAYA;144B;PASARSENEN;PSE;PURWOKERTO;PWT;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AA;21:10;01:48;278;480.000;3
