Kode;Nama Kereta;Kode Kereta;Stasiun Asal;Kode Stasiun Asal;Stasiun Tujuan;KodeStasiunTujuan;Kelas;Jenis Rangkaian;Kode Kelas;Jam Berangkat;Jam Sampai;Durasi (menit);Harga (Rp);Jumlah Stasiun Pemberhentian
76B-PSE-BKS-CC;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CC;21:40;22:04;24;340.000;1
76B-PSE-BKS-AC;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AC;21:40;22:04;24;450.000;1
150-PSE-BKS-CC;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CC;21:55;22:15;20;250.000;0
150-PSE-BKS-AC;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AC;21:55;22:15;20;385.000;0
92-PSE-BKS-CC;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CC;22:15;22:40;25;290.000;1
92-PSE-BKS-AC;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AC;22:15;22:40;25;410.000;1
258B-PSE-BKS-CA;PROGO;258B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CA;23:20;23:43;23;265.000;1
180B-PSE-BKS-AA;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AA;23:50;00:11;21;310.000;0
180B-PSE-BKS-CA;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CA;23:50;00:11;21;175.000;0
74B-PSE-BKS-CD;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CD;05:40;06:03;23;340.000;1
74B-PSE-BKS-CA;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CA;05:40;06:03;23;340.000;1
74B-PSE-BKS-CB;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CB;05:40;06:03;23;340.000;1
74B-PSE-BKS-AB;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AB;05:40;06:03;23;450.000;1
74B-PSE-BKS-AA;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AA;05:40;06:03;23;450.000;1
74B-PSE-BKS-AD;FAJAR UTAMA SOLO;74B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AD;05:40;06:03;23;450.000;1
114C-PSE-BKS-CD;SAWUNGGALIH;114C;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CD;06:30;06:54;24;175.000;1
114C-PSE-BKS-CC;SAWUNGGALIH;114C;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CC;06:30;06:54;24;170.000;1
114C-PSE-BKS-CB;SAWUNGGALIH;114C;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CB;06:30;06:54;24;160.000;1
114C-PSE-BKS-AD;SAWUNGGALIH;114C;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AD;06:30;06:54;24;280.000;1
114C-PSE-BKS-AC;SAWUNGGALIH;114C;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AC;06:30;06:54;24;255.000;1
114C-PSE-BKS-AB;SAWUNGGALIH;114C;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AB;06:30;06:54;24;240.000;1
178B-PSE-BKS-CB;TAWANG JAYA PREMIUM;178B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;06:45;07:10;25;180.000;1
178B-PSE-BKS-CC;TAWANG JAYA PREMIUM;178B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CC;06:45;07:10;25;195.000;1
178B-PSE-BKS-CD;TAWANG JAYA PREMIUM;178B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;06:45;07:10;25;210.000;1
178B-PSE-BKS-AB;TAWANG JAYA PREMIUM;178B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AB;06:45;07:10;25;325.000;1
178B-PSE-BKS-AC;TAWANG JAYA PREMIUM;178B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AC;06:45;07:10;25;340.000;1
178B-PSE-BKS-AD;TAWANG JAYA PREMIUM;178B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AD;06:45;07:10;25;390.000;1
110B-PSE-BKS-CA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CA;07:35;07:59;24;280.000;0
110B-PSE-BKS-CB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CB;07:35;07:59;24;280.000;0
110B-PSE-BKS-AA;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AA;07:35;07:59;24;435.000;0
110B-PSE-BKS-CD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CD;07:35;07:59;24;280.000;0
110B-PSE-BKS-AB;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AB;07:35;07:59;24;435.000;0
110B-PSE-BKS-AD;FAJAR UTAMA YK;110B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AD;07:35;07:59;24;435.000;0
106B-PSE-BKS-AD;GAJAHWONG;106B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AD;07:55;08:21;26;415.000;1
106B-PSE-BKS-CB;GAJAHWONG;106B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CB;07:55;08:21;26;280.000;1
106B-PSE-BKS-CD;GAJAHWONG;106B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CD;07:55;08:21;26;280.000;1
106B-PSE-BKS-CA;GAJAHWONG;106B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CA;07:55;08:21;26;280.000;1
106B-PSE-BKS-AA;GAJAHWONG;106B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AA;07:55;08:21;26;415.000;1
106B-PSE-BKS-AB;GAJAHWONG;106B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AB;07:55;08:21;26;415.000;1
166-PSE-BKS-CD;DHARMAWANGSA EKSPRES;166;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;08:10;08:33;23;235.000;1
166-PSE-BKS-CB;DHARMAWANGSA EKSPRES;166;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;08:10;08:33;23;210.000;1
166-PSE-BKS-CA;DHARMAWANGSA EKSPRES;166;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CA;08:10;08:33;23;195.000;1
166-PSE-BKS-AD;DHARMAWANGSA EKSPRES;166;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;08:10;08:33;23;360.000;1
166-PSE-BKS-AB;DHARMAWANGSA EKSPRES;166;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;08:10;08:33;23;330.000;1
166-PSE-BKS-AA;DHARMAWANGSA EKSPRES;166;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AA;08:10;08:33;23;315.000;1
204-PSE-BKS-CD;TEGAL BAHARI;204;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CD;10:40;11:01;21;200.000;0
204-PSE-BKS-CC;TEGAL BAHARI;204;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CC;10:40;11:01;21;190.000;0
204-PSE-BKS-CB;TEGAL BAHARI;204;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CB;10:40;11:01;21;180.000;0
204-PSE-BKS-AD;TEGAL BAHARI;204;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;10:40;11:01;21;270.000;0
204-PSE-BKS-AC;TEGAL BAHARI;204;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AC;10:40;11:01;21;255.000;0
204-PSE-BKS-AB;TEGAL BAHARI;204;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;10:40;11:01;21;235.000;0
90-PSE-BKS-CD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;11:10;11:32;22;280.000;0
90-PSE-BKS-CB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;11:10;11:32;22;280.000;0
90-PSE-BKS-CA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CA;11:10;11:32;22;280.000;0
90-PSE-BKS-AD;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;11:10;11:32;22;370.000;0
90-PSE-BKS-AB;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;11:10;11:32;22;370.000;0
90-PSE-BKS-AA;GAYA BARU MALAM SELATAN;90;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AA;11:10;11:32;22;370.000;0
270-PSE-BKS-CD;MATARMAJA;270;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Mild Steel PSO;CD;11:25;11:46;21;250.000;0
270-PSE-BKS-CB;MATARMAJA;270;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Mild Steel PSO;CB;11:25;11:46;21;220.000;0
270-PSE-BKS-CA;MATARMAJA;270;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Mild Steel PSO;CA;11:25;11:46;21;210.000;0
146-PSE-BKS-CC;BLAMBANGAN EKSPRES;146;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CC;12:10;12:36;26;110.000;1
146-PSE-BKS-CB;BLAMBANGAN EKSPRES;146;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CB;12:10;12:36;26;105.000;1
146-PSE-BKS-CA;BLAMBANGAN EKSPRES;146;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CA;12:10;12:36;26;105.000;1
146-PSE-BKS-AD;BLAMBANGAN EKSPRES;146;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Stainless Steel;AD;12:10;12:36;26;170.000;1
146-PSE-BKS-AB;BLAMBANGAN EKSPRES;146;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Stainless Steel;AB;12:10;12:36;26;160.000;1
146-PSE-BKS-AA;BLAMBANGAN EKSPRES;146;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Stainless Steel;AA;12:10;12:36;26;155.000;1
112B-PSE-BKS-AB;SAWUNGGALIH;112B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AB;13:15;13:36;21;240.000;0
112B-PSE-BKS-AC;SAWUNGGALIH;112B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AC;13:15;13:36;21;255.000;0
112B-PSE-BKS-AD;SAWUNGGALIH;112B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AD;13:15;13:36;21;280.000;0
112B-PSE-BKS-CB;SAWUNGGALIH;112B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CB;13:15;13:36;21;160.000;0
112B-PSE-BKS-CC;SAWUNGGALIH;112B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CC;13:15;13:36;21;170.000;0
112B-PSE-BKS-CD;SAWUNGGALIH;112B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CD;13:15;13:36;21;175.000;0
176B-PSE-BKS-AC;MENOREH;176B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Modifikasi;AC;13:35;13:58;23;340.000;1
176B-PSE-BKS-AD;MENOREH;176B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Modifikasi;AD;13:35;13:58;23;390.000;1
176B-PSE-BKS-CB;MENOREH;176B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CB;13:35;13:58;23;180.000;1
176B-PSE-BKS-CC;MENOREH;176B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CC;13:35;13:58;23;195.000;1
176B-PSE-BKS-CD;MENOREH;176B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CD;13:35;13:58;23;210.000;1
176B-PSE-BKS-AB;MENOREH;176B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Modifikasi;AB;13:35;13:58;23;325.000;1
152-PSE-BKS-CD;BRANTAS;152;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;14:10;14:32;22;235.000;0
152-PSE-BKS-CB;BRANTAS;152;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;14:10;14:32;22;210.000;0
152-PSE-BKS-CA;BRANTAS;152;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CA;14:10;14:32;22;180.000;0
152-PSE-BKS-AD;BRANTAS;152;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;14:10;14:32;22;360.000;0
152-PSE-BKS-AB;BRANTAS;152;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;14:10;14:32;22;330.000;0
152-PSE-BKS-AA;BRANTAS;152;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AA;14:10;14:32;22;315.000;0
254B-PSE-BKS-CA;KERTAJAYA;254B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CA;14:30;14:54;24;190.000;1
254B-PSE-BKS-CB;KERTAJAYA;254B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CB;14:30;14:54;24;195.000;1
254B-PSE-BKS-CD;KERTAJAYA;254B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CD;14:30;14:54;24;225.000;1
7040-PSE-BKS-AB;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;15:25;15:50;25;340.000;1
7040-PSE-BKS-AC;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AC;15:25;15:50;25;375.000;1
7040-PSE-BKS-AD;KA TAMBAHAN PSE LPN;7040;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;15:25;15:50;25;415.000;1
252B-PSE-BKS-CA;JAYAKARTA;252B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CA;17:10;17:33;23;260.000;1
252B-PSE-BKS-CD;JAYAKARTA;252B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CD;17:10;17:33;23;260.000;1
252B-PSE-BKS-CB;JAYAKARTA;252B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CB;17:10;17:33;23;260.000;1
246B-PSE-BKS-CD;MAJAPAHIT;246B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CD;17:40;18:02;22;250.000;0
246B-PSE-BKS-CA;MAJAPAHIT;246B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CA;17:40;18:02;22;210.000;0
246B-PSE-BKS-CB;MAJAPAHIT;246B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CB;17:40;18:02;22;220.000;0
104B-PSE-BKS-AB;BOGOWONTO;104B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AB;18:10;18:34;24;435.000;1
104B-PSE-BKS-CA;BOGOWONTO;104B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CA;18:10;18:34;24;300.000;1
104B-PSE-BKS-AD;BOGOWONTO;104B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AD;18:10;18:34;24;435.000;1
104B-PSE-BKS-AA;BOGOWONTO;104B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AA;18:10;18:34;24;435.000;1
104B-PSE-BKS-CB;BOGOWONTO;104B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CB;18:10;18:34;24;300.000;1
104B-PSE-BKS-CD;BOGOWONTO;104B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Stainless Steel;CD;18:10;18:34;24;300.000;1
260B-PSE-BKS-CA;TAWANG JAYA;260B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Mild Steel;CA;18:25;18:45;20;175.000;0
260B-PSE-BKS-CB;TAWANG JAYA;260B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Mild Steel;CB;18:25;18:45;20;180.000;0
260B-PSE-BKS-CD;TAWANG JAYA;260B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Mild Steel;CD;18:25;18:45;20;210.000;0
108B-PSE-BKS-CD;SENJA UTAMA YK;108B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CD;19:00;19:21;21;280.000;0
108B-PSE-BKS-AA;SENJA UTAMA YK;108B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AA;19:00;19:21;21;435.000;0
108B-PSE-BKS-AB;SENJA UTAMA YK;108B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AB;19:00;19:21;21;435.000;0
108B-PSE-BKS-AD;SENJA UTAMA YK;108B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;New Generation Stainless Steel;AD;19:00;19:21;21;435.000;0
108B-PSE-BKS-CA;SENJA UTAMA YK;108B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CA;19:00;19:21;21;280.000;0
108B-PSE-BKS-CB;SENJA UTAMA YK;108B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CB;19:00;19:21;21;280.000;0
116B-PSE-BKS-AB;SAWUNGGALIH;116B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AB;20:10;20:30;20;240.000;0
116B-PSE-BKS-AC;SAWUNGGALIH;116B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AC;20:10;20:30;20;255.000;0
116B-PSE-BKS-AD;SAWUNGGALIH;116B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Mild Steel;AD;20:10;20:30;20;280.000;0
116B-PSE-BKS-CB;SAWUNGGALIH;116B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CB;20:10;20:30;20;160.000;0
116B-PSE-BKS-CC;SAWUNGGALIH;116B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CC;20:10;20:30;20;170.000;0
116B-PSE-BKS-CD;SAWUNGGALIH;116B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CD;20:10;20:30;20;175.000;0
144B-PSE-BKS-AB;MADIUN JAYA;144B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AB;21:10;21:31;21;360.000;0
144B-PSE-BKS-AC;MADIUN JAYA;144B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AC;21:10;21:31;21;360.000;0
144B-PSE-BKS-CB;MADIUN JAYA;144B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;21:10;21:31;21;250.000;0
144B-PSE-BKS-AD;MADIUN JAYA;144B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif New Generation Modifikasi Mild Steel;AD;21:10;21:31;21;360.000;0
144B-PSE-BKS-CC;MADIUN JAYA;144B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CC;21:10;21:31;21;250.000;0
144B-PSE-BKS-CD;MADIUN JAYA;144B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;21:10;21:31;21;250.000;0
164A-PSE-BKS-CD;GUMARANG;164A;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;21:30;21:53;23;390.000;0
164A-PSE-BKS-CC;GUMARANG;164A;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CC;21:30;21:53;23;375.000;0
164A-PSE-BKS-CB;GUMARANG;164A;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;21:30;21:53;23;360.000;0
164A-PSE-BKS-AD;GUMARANG;164A;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;21:30;21:53;23;675.000;0
164A-PSE-BKS-AC;GUMARANG;164A;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AC;21:30;21:53;23;585.000;0
164A-PSE-BKS-AB;GUMARANG;164A;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;21:30;21:53;23;540.000;0
76B-PSE-BKS-CA;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CA;21:40;22:04;24;340.000;1
76B-PSE-BKS-CB;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;21:40;22:04;24;340.000;1
76B-PSE-BKS-AA;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AA;21:40;22:04;24;450.000;1
76B-PSE-BKS-AB;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;21:40;22:04;24;450.000;1
76B-PSE-BKS-CD;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;21:40;22:04;24;340.000;1
76B-PSE-BKS-AD;MATARAM;76B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;21:40;22:04;24;450.000;1
150-PSE-BKS-AA;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AA;21:55;22:15;20;385.000;0
150-PSE-BKS-CB;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;21:55;22:15;20;250.000;0
150-PSE-BKS-AB;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;21:55;22:15;20;385.000;0
150-PSE-BKS-CA;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CA;21:55;22:15;20;250.000;0
150-PSE-BKS-CD;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;21:55;22:15;20;250.000;0
150-PSE-BKS-AD;SINGASARI;150;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;21:55;22:15;20;385.000;0
92-PSE-BKS-CD;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CD;22:15;22:40;25;300.000;1
92-PSE-BKS-CB;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CB;22:15;22:40;25;270.000;1
92-PSE-BKS-CA;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Modifikasi;CA;22:15;22:40;25;260.000;1
92-PSE-BKS-AD;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AD;22:15;22:40;25;420.000;1
92-PSE-BKS-AB;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AB;22:15;22:40;25;390.000;1
92-PSE-BKS-AA;JAYABAYA;92;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Eksekutif Mild Steel;AA;22:15;22:40;25;380.000;1
258B-PSE-BKS-CC;PROGO;258B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CC;23:20;23:43;23;265.000;1
258B-PSE-BKS-CD;PROGO;258B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CD;23:20;23:43;23;265.000;1
258B-PSE-BKS-CB;PROGO;258B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;New Generation Stainless Steel;CB;23:20;23:43;23;265.000;1
180B-PSE-BKS-AB;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AB;23:50;00:11;21;325.000;0
180B-PSE-BKS-AC;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AC;23:50;00:11;21;340.000;0
180B-PSE-BKS-AD;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Eksekutif;Premium Modifikasi Mild Steel;AD;23:50;00:11;21;390.000;0
180B-PSE-BKS-CB;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CB;23:50;00:11;21;180.000;0
180B-PSE-BKS-CC;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CC;23:50;00:11;21;195.000;0
180B-PSE-BKS-CD;TAWANG JAYA PREMIUM;180B;PASARSENEN;PSE;BEKASI;BKS;Ekonomi;Premium Modifikasi Mild Steel;CD;23:50;00:11;21;210.000;0
